,Product Index,Product Name,Product Specification,Product Brand Number,Product Price
400,H6603001_S_ASUS_S510UN_GO8211T,"ASUS S510UN 15.6"" FHD i5-8250u 8G 1TB + 16G Optane MX150-2G WIN10 Home (金色)",8G+16G+2G,2751,6499.0
401,S1076001_S_193386930044,LENOVO L340-15IWL (81LG00GTHH) 手提電腦,00G,3301,6600.0
402,S1076001_S_193386457879,LENOVO S340-15IWL (81N80089HH) 手提電腦,None,3301,6480.0
403,H6603001_S_ASUS_X507UA_AS7002T,"ASUS X507UA 15.6"" FHD i3-7020u 4G 256G WIN10 Home (灰色)",4G+256G,2751,4299.0
404,H6603001_S_IdeaPad_330S_14IKB_81F4018KHH,"IdeaPad 330S-14IKB 14"" i5-8250u 8G 512G R535-2G WIN10 HOME",8G+512G+2G,3301,6899.0
405,H0762001_S_NP930SBE-K01HK-800160304,(13.3 i5 8GB 256GB NVMe SSD Win10) Notebook 9 Pen (NP930SBE-K01HK) 筆記簿型電腦,8GB+256GB,3351,11898.0
406,S6036001_S_ACE_SF314-55G59BG_SLV,"Swift 3 筆記型電腦 (14"", i5-8650U, 8GB RAM, 51GB SSD, Win 10) SF314-55G59BG 銀色 - 香港行貨",8GB+51GB+55G,3001,5949.0
407,H6603001_S_Acer_SF515_51T_74PG_NX_H69CF_002,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (藍色)",16G+512G,3001,8499.0
408,H6603001_S_IdeaPad_330_15IKB_81DE009DHH,"LENOVO Ideapad 330 15.6"" FHD i7-8550u 8G 128G+1TB R530-2G WIN10 Home (灰色)",8G+128G+2G,3301,6899.0
409,H6603001_S_IdeaPad_330S_14IKB_81F4018LHH,"IdeaPad 330S-14IKB 14"" i7-8550u 8G 512G R535-2G WIN10 HOME",8G+512G+2G,3301,7399.0
410,H6603001_S_IdeaPad_330S_14IKB_81F4018JHH,"IdeaPad 330S-14IKB 14"" i5-8250u 8G 512G SHARE WIN10 HOME",8G+512G,3301,6499.0
411,H6603001_S_SF313_51_52CA_NXH3ZCF002,"SF313 13.3"" FHD i5-8250 8G 512G SHARE Win10 Home",8G+512G,3001,5399.0
412,H6603001_S_IdeaPad_330_17IKB_81DM005PHH,"LENOVO Ideapad 330 17.3"" FHD i7-8550u 8G 256G+1TB MX150-2G WIN10 Home (銀)",8G+256G+2G,3301,7699.0
413,H6603001_S_IdeaPad_330_17IKB_81DM005NHH,"IdeaPad 330-17IKB 17.3"" FHD i5-8250u 8G 128G+1TB MX150-2G Win10 Home",8G+128G+2G,3301,6699.0
414,H6603001_S_IdeaPad_330_15IKB_81DE0099HH,"LENOVO Ideapad 330 15.6"" FHD i3-8130u 4G 1TB WIN10 Home (黑)",4G,3301,4099.0
415,S1076001_S_193386458159,LENOVO S340-15IWL (81N8008BHH)手提電腦,None,3301,7364.0
416,H6603001_S_IdeaPad_S530_13IWL_81J7001MHH,"LENOVO S530 13.3"" FHD i7-8565u 8G 512G WIN10 HOME (藍)",8G+512G,3301,7899.0
417,H6603001_S_IdeaPad_S530_13IWL_81J7001THH,"LENOVO S530 13.3"" FHD i5-8265u 8G 512G WIN10 HOME (藍)",8G+512G,3301,6799.0
418,H5866001_S_MNYF2ZPAPPLECARE,12 吋 MacBook 1.2GHz 處理器 256GB 儲存空間 玫瑰金 (選取除舊服務),2G+256GB,3251,11956.0
419,H6603001_S_IdeaPad_330S_14IKB_81F40020HH,"LENOVO Ideapad 330s 14"" FHD i5-8250u 8G 128G+1TB R535-2G WIN10 Home (灰)",8G+128G+2G,3301,6499.0
420,H6603001_S_IdeaPad_330_15IGM_81D100DWHH,"LENOVO Ideapad 330 15.6"" HD N4100 4G 500G WIN10 Home (黑)",4G+500G,3301,3199.0
421,H6603001_S_IdeaPad_S530_13IWL_81J7001LHH,"LENOVO S530 13.3"" FHD i5-8265u 8G 512G MX150-2G WIN10 HOME (藍)",8G+512G+2G,3301,7399.0
422,H6603001_S_IdeaPad_330_15IKB_81DE009AHH,"LENOVO Ideapad 330 15.6"" FHD i5-8250u 4G 1TB WIN10 Home (黑)",4G,3301,4499.0
423,H6603001_S_IdeaPad_330_15IKB_81DE016HHH,"LENOVO Ideapad 330 15.6"" FHD i5-8250u 8G 1TB MX150-2G WIN10 Home (灰色)",8G+2G,3301,5399.0
424,H5866001_S_MNYF2ZP,12 吋 MacBook 1.2GHz 處理器 256GB 儲存空間 玫瑰金 (選取除舊服務),2G+256GB,3251,9988.0
425,H6603001_S_Yoga_S730_13IWL_81J0002THH,"LENOVO Yoga S730 13.3"" FHD i5-8265u 8G 512G WIN10 Home (灰色)",8G+512G,3301,9199.0
426,H6603001_S_IdeaPad_330S_14IKB_81F4001YHH,"LENOVO Ideapad 330s 14"" FHD i5-8250u 8G 128G+1TB WIN10 Home (灰)",8G+128G,3301,5899.0
427,H6603001_S_IdeaPad_330S_14IKB_81F4007BHH,"LENOVO Ideapad 330s 14"" FHD i7-8550u 8G 128G+1TB R535-2G WIN10 Home (灰)",8G+128G+2G,3301,7499.0
428,H6603001_S_IdeaPad_Y530_15ICH_81FV012EHH,"LENOVO Y530 15.6"" (144Hz) FHD i7-8750H 16G 256GB + 2TB GTX1050Ti-4G WIN10 Home (黑色)",16G+256GB+4G,3301,11999.0
429,H6603001_S_Yoga_C930_13IKB_81C4002FHH,"LENOVO Yoga C930 13.9"" TOUCH FHD i7-8550u 16G 512G WIN10 Home (雲母色)",16G+512G,3301,15199.0
430,H6603001_S_Yoga_C930_13IKB_81C4002GHH,"LENOVO Yoga C930 13.9"" TOUCH 4K i7-8550u 16G 1TB WIN10 Home (雲母色)",16G,3301,16299.0
431,H6603001_S_Yoga_C930_13IKB_81C4007XHH,"LENOVO Yoga C930 13.9"" TOUCH FHD i7-8550u 16G 512G WIN10 Home (灰色)",16G+512G,3301,15199.0
432,H6603001_S_Yoga_C930_13IKB_81C4007YHH,"LENOVO Yoga C930 13.9"" TOUCH 4K i7-8550u 16G 1TB WIN10 Home (灰色)",16G,3301,16299.0
433,H6603001_S_Yoga_S730_13IWL_81J0002UHH,"LENOVO Yoga S730 13.3"" FHD i7-8565u 16G 512G WIN10 Home (灰色)",16G+512G,3301,10699.0
434,H6603001_S_SF314_56G_58MJ_NXHAQCF001,"SF314 14"" IPS FHD i5-8265u 8G 256G+1TB MX250-2G Win10 Home (銀色)",8G+256G+2G,3001,5599.0
435,H6603001_S_SF314_55G_59BG_NXHBJCF002,"SF314 14"" IPS FHD i5-8265u 8G 512GB MX250-2G Win10 Home (銀色)",8G+512GB+2G,3001,5799.0
436,H6603001_S_A315_54_51J1_NXHEFCF003,"A315 15.6"" FHD i5-8265u 8G 128G+1TB SHARE Win10 Home",8G+128G,3001,4499.0
437,H6603001_S_A315_55G_57JU_NXHG2CF008,"A315 15.6"" FHD i5-8265u 8G 2TB MX230-2G Win10 Home 藍色",8G+2G,3001,4599.0
438,H6603001_S_NP950SBE_X01HK,"NP950SBE-X01HK 15"" FHD TOUCH i7-8565u 16G 512G MX150-2G Win10 Home",16G+512G+2G,3351,14099.0
439,H6603001_S_IdeaPad_S130_11IGM_81J10013HH,"IdeaPad S130-11IGM 11.6"" HD N4100 4G 64G Win10 Home 白",4G+64G,3301,2599.0
440,H6603001_S_Ideapad_L340_17IWL_81L0005MHH,"IdeaPad L340-17IWL 17.3"" FHD i5-8265u 8G 1TB+256G MX230-2G Win10 Home",8G+256G+2G,3301,6299.0
441,H6603001_S_IdeaPad_L340_17IWL_81L0005QHH,"IdeaPad L340-17IWL 17.3"" FHD i7-8565u 8G 1TB+256G MX230-2G Win10 Home",8G+256G+2G,3301,7399.0
442,H6603001_S_IdeaPad_L340_17IRH_81LL005LHH,"IdeaPad L340-17IRH 17.3"" IPS FHD i5-9300H 8G 1TB+256G GTX1050-3G Wi10 Home",8G+256G+3G,3301,6699.0
443,H6603001_S_IdeaPad_L340_17IRH_81LL005NHH,"IdeaPad L340-17IRH 17.3"" IPS FHD i7-9750H 8G 1TB+256G GTX1050-3G Win10 Home",8G+256G+3G,3301,8499.0
444,H6603001_S_IdeaPad_S540_15IWL_81NE0037HH,"IdeaPad S540-15IWL 15.6"" IPS FHD i5-8265u 8G 512G MX250-2G Win10 Home 銅色",8G+512G+2G,3301,6999.0
445,H6603001_S_IdeaPad_S540_15IWL_81NE003AHH,"IdeaPad S540-15IWL 15.6"" IPS FHD i7-8565u 12G 1TB MX250-2GB Win10 Home 銅色",12G+2GB,3301,8099.0
446,H6603001_S_IdeaPad_L340_15IWL_81LG00GRHH,"IdeaPad L340-15IWL 15.6"" FHD i3-8145u 4G 256G MX110-2G Win10 Home",4G+256G+2G,3301,4399.0
447,H6603001_S_NP350XAA_X04HK,"NP350XAA-X04HK 15"" FHD i5-8250u 8G 128G+1TB MX110-2G Win10 Home",8G+128G+2G,3351,5699.0
448,H6603001_S_NP350XAA_X05HK,"NP350XAA-X05HK 15"" FHD i5-8250 8G 128G+1TB MX110-2G Win10 Home",8G+128G+2G,3351,5699.0
449,H6603001_S_NP350XBE_K03HK,"NP350XBE-K03HK 15"" FHD Intel 5405u 8G 128G SHARE Win10 Home",8G+128G,3351,3399.0
450,H6603001_S_NP350XBE_K04HK,"NP350XBE-K04HK 15"" FHD 5405u 8G 128G SHARE Win10 Home",8G+128G,3351,3399.0
451,H6603001_S_NP350XBE_K01HK,"NP350XBE-K01HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",8G+256G,3351,5199.0
452,H6603001_S_NP350XBE_K02HK,"NP350XBE-K02HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",8G+256G,3351,5199.0
453,H6603001_S_NP930XBE_K03HK,"NP930XBE-K03HK 13.3"" FHD i7-8565u 16G 512G SHARE Win10 Home",16G+512G,3351,11699.0
454,H6603001_S_NP930MBE_K01HK,"NP930MBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",930MB+8G+256G,3351,10599.0
455,H6603001_S_NP930SBE_K03HK,"NP930SBE-K03HK 13.3"" FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home",16G+512G,3351,14099.0
456,H6603001_S_NP550XAA_X05HK,"NP550XAA-X05HK 15.6"" PLS FHD i7-8550u 8G 128G+1TB MX150-2G Win10 Home",8G+128G+2G,3351,10680.0
457,H6603001_S_NP550XAA_X04HK,"NP550XAA-X04HK 15.6"" PLS FHD i7-8550u 12G 256G+1TB MX150-2G Win10 Home",12G+256G+2G,3351,11080.0
458,H6603001_S_NP550XBE_X01HK,"NP550XBE-X01HK 15.6"" PLS FHD i7-8565u 16G 256G+1TB MX150-2G Win10 Home",16G+256G+2G,3351,7699.0
459,H6603001_S_NP730XBE_K01HK,"NP730XBE-K01HK 13.3"" FHD i5-8265u 8G 256G SHARE Win10 Home",8G+256G,3351,6999.0
460,H6603001_S_NP730QAA_K02HK,"NP730QAA-K02HK 13.3"" FHD TOUCH i7-8550u 8G 256G SHARE Win10 Home",8G+256G,3351,6599.0
461,H0972006_S_342,4G-LTE 智能手機 - GALAXY S4 (白色),4G,3351,629.0
462,H5982001_S_samsunga205fd32gbblack,SAMSUNG Galaxy A20 3gb+32gb Black 平行進口,None,1951,1360.0
463,H5300001_S_ASAA30506-64GBBK,Galaxy A40s 6GB+64GB 黑色（平行進口）,6GB+64GB,3351,1799.0
464,H6588001_S_Samsung_A70_6_Coral,Galaxy A70 6GB+128GB 珊瑚橙色 香港行貨,6GB+128GB,3351,2899.0
465,H0972006_S_Honor_8A_32GB_BU,"HONOR 8A - 6.09""旗艦級珍珠全面屏 / 支持人臉解鎖 / 獨立三卡槽 / Android 9.0 (32GB/藍色)",32GB,3201,1029.0
466,H5912001_S_SAM0068-bk,Galaxy A60 SM-A6060 6+128GB Dual SIM-黑（平行進口）,128GB,3351,1888.0
467,S6048001_S_ibao002_black,智愛寶定位功能電話連24個月手機月費服務,None,1551,3288.0
468,H6588001_S_Samsung_S10P_128_Green,Galaxy S10+ 8GB+128GB 幻鑽綠色 香港行貨,8GB+128GB,3351,6049.0
469,H6588001_S_Pixel_3a_64_Black,Pixel 3a 4GB+64GB 黑色 平行進口,4GB+64GB,2301,3699.0
470,H6588001_S_Samsung_Note10P_256_White,Galaxy Note 10+ 12GB+256GB N9750 幻白色 香港行貨,12GB+256GB,3351,7399.0
471,H6588001_S_Samsung_S10P_128_Silver,Galaxy S10+ 8GB+128GB 幻鑽銀色 香港行貨,8GB+128GB,3351,5999.0
472,H5300001_S_AAS1001DA8-128GBBK,ROG Phone 2 8GB+128GB 全網版 黑色（平行進口）,8GB+128GB,2751,4699.0
473,H5300001_S_AGOG020C64GBJBK,Pixel 3A XL 64GB 純粹黑（平行進口）,64GB,2301,3999.0
474,H5982001_S_samsunga105gds32gbblack,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,None,3351,1188.0
475,H5982001_S_samsunga105gds32gbblack,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,None,3351,1188.0
476,H5912001_S_SAM0072-we,Galaxy S10 SM-G973U 8+128GB 智能手機-白（平行進口）,128GB,3351,5198.0
477,H5982001_S_samsunga205fd32gbblue,SAMSUNG Galaxy A20 3gb+32gb Blue 平行進口,None,1951,1360.0
478,H7007001_S_SAMG9730H01BK01,香港行貨(棱鏡黑)GALAXY S10 G9730 8GB RAM 128GB ROM,8GB+128GB,3351,5098.0
479,H5912001_S_SAM0067-be,Galaxy A60 SM-A6060 6+64GB Dual SIM-藍（平行進口）,64GB,3351,1728.0
480,H6588001_S_Pixel_3a_64_White,Pixel 3a 4GB+64GB 白色 平行進口,4GB+64GB,2301,3799.0
481,H0972006_S_PHILIPS_E571_BK,E517 -  Android 直板按鍵智能手機 / 雙咭 4G / 超長待機 / 長者手機 (黑色),4G,901,479.0
482,H6588001_S_HTC_U12P_Red,U12+ 6GB+128GB 紅色 香港行貨,6GB+128GB,2201,3999.0
483,H6725001_S_i6S_R_64_1_U,"iPhone 6S - 64GB, 二手9成9新 (100%正常運作)(平行進口)",64GB,3251,1800.0
484,H5300001_S_AXMM1903C3EG2-16GBBK,紅米 7A 16GB磨砂黑（平行進口）,16GB,3101,799.0
485,H7007001_S_SAMN970H01BK01,香港行貨(幻黑)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,8GB+256GB,3351,6368.0
486,H7007001_S_SAMN970H01SV01,香港行貨(幻光)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,8GB+256GB,3351,6368.0
487,H7007001_S_SAMN970H01WH01,香港行貨(幻白)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,8GB+256GB,3351,6368.0
488,H6588001_S_Samsung_Note10P_512_Black,Galaxy Note 10+ 12GB+512GB N9750 幻黑色 香港行貨,12GB+512GB,3351,8499.0
489,H6588001_S_Samsung_Note10P_512_Glow,Galaxy Note 10+ 12GB+512GB N9750 幻光色 香港行貨,12GB+512GB,3351,8499.0
490,G5031001_S_APPIXR128MT192,"iPhone XR, 128GB - 黑色 #HK行貨",128GB,3251,5689.0
491,G5031001_S_101-APPIXS-MT962ZA_A,iPhone XS 64GB 金色 #HK行貨,64GB,3251,8499.0
492,H0972006_S_Note7P_BK,Note 7P - 後置三鏡頭 / 三卡槽 / Android 9.0,None,2351,849.0
493,H0972006_S_FTJ161A,MUSASHI 武藏日系超薄智能摺機 / 雙屏幕觸控設計 / Android系統,None,751,499.0
494,H5982001_S_blackberrykeyone32gbsilverblack,BlackBerry KeyOne 32gb Silver Black 香港行貨一年保養,None,2151,2180.0
495,H5300001_S_AXMM1810F6LG3-32GBCB,紅米 7 3GB+32GB（平行進口）夢幻藍,3GB+32GB,3101,1099.0
496,H5912001_S_Xa0066-bk,紅米 NOTE 6 Pro 4+64GB-黑（香港行貨）,64GB,3101,1388.0
497,G5031001_S_101-APPIXS-MT9927A_A,"iPhone XS 256GB, 金色 #HK行貨",256GB,3251,9799.0
498,H5982001_S_blackberrykey2le64gbred,BlackBerry Key 2 LE 64GB Red 香港行貨一年保養,64GB,2151,3480.0
499,H5982001_S_blackberrykey2le64gbgold,BlackBerry Key 2 LE 64GB Gold 香港行貨一年保養,64GB,2151,3480.0
500,H5039001_S_XMMI9T6128BKEU,9T 6+128GB 智能手機 (碳纖黑) (平行進口),128GB,3101,2688.0
501,H0972006_S_Armor_6_Red,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (紅色) (原廠行貨),4G+128GB,2351,2998.0
502,H7019001_S_R1_Gold,4G-LTE 智能手機 - R1(金色),4G,151,699.0
503,H5912001_S_SAM0039-bk,Galaxy A10 A105M 雙卡雙待 2+32GB智能手機-黑 (平行進口),105M+32GB,3351,1168.0
504,H5912001_S_SAM0040-we,Galaxy A30 SM-A305G雙卡雙待 4+64GB智 能手機-白 (平行進口),305G+64GB,3351,1628.0
505,H5300001_S_ASAA60606-64GBBK,A60 6GB+64GB 幻影黑（平行進口）,6GB+64GB,3351,1999.0
506,H0972006_S_miplay_128GB,Mi Play 128GB ROM + 6GB RAM,128GB+6GB,3101,1599.0
507,H5982001_S_sama305black,SAMSUNG Galaxy A305 64gb Black 平行進口,None,1951,1650.0
508,H5912001_S_HU0014-gn,Y9 Prime 2019 4+128GB-綠（香港行貨）,128GB,3201,1758.0
509,H0972006_S_A1000_Grey,智能手機 - A1000 (灰色),None,3301,329.0
510,H6588001_S_Sony_Xperia10Plus_Black,Xperia 10 Plus 6GB+64GB 黑色 香港行貨,6GB+64GB,3051,2499.0
511,H0775001_S_AL06,POP4 Plus 5056D 智能電話(灰),None,2101,599.0
512,S6048001_S_ibao001_black,智愛寶功能電話,None,1551,1000.0
513,H5912001_S_HU0011-we,P30 Lite 6+128GB-白（香港行貨）,128GB,3201,2188.0
514,H5912001_S_Xa0073-rd,紅米 NOTE 7 Pro 6+128GB-紅（平行進口）,128GB,3101,1888.0
515,H5300001_S_AOEGM191012256GBNB,OnePlus 7 Pro 12GB+256GB 星雲藍（平行進口）,12GB+256GB,2401,6299.0
516,H6588002_S_Samsung_A40s_Blue_CN,Galaxy A40s 6GB/64GB A3050 藍色 (水貨),6GB+64GB,3351,1498.0
517,H7007001_S_SAMN975256H01WH01,香港行貨(幻白)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,12GB+256GB,3351,7368.0
518,H6588002_S_Samsung_A60_128_Black_CN,Galaxy A60 6GB/128GB A6060 黑色 (水貨),6GB+128GB,3351,1998.0
519,H0762001_S_galaxy-s10-g9730-8-128-gr-800270634,Galaxy S10 (G9730) (8GB+128GB),8GB+128GB,3351,5338.0
520,G5031001_S_APPIXM64_MT732,"iPhone XS Max 64GB, 金色 #HK行貨",64GB,3251,9399.0
521,H6588001_S_Samsung_A70_8_Blue,Galaxy A70 8GB+128GB 藍色 香港行貨,8GB+128GB,3351,3299.0
522,H0972006_S_MIX_Black,4G-LTE 無邊框智能手機 - MIX (4+64GB) (黑色),4G+64GB,2351,899.0
523,H5300001_S_ASAA70506-128GBBK,Galaxy A70 6GB+128GB 黑色（平行進口）,6GB+128GB,3351,2699.0
524,H0762001_S_Galaxy-A80-A8050-bk-800270196,Galaxy A80 (A8050),None,3351,4398.0
525,H0972006_S_X_BK,"X - 5.85"" / 8核心 / 64GB / 雙鏡頭 / 無線充電",64GB,2351,999.0
526,H5912001_S_SAM0047-or,Galaxy A20 SM-A205G 雙卡雙待 3+32GB 智能手機-紅（香港行貨）,205G+32GB,3351,1448.0
527,H0762001_S_galaxy-s10-plus-ceramic-g9750-8-512-bk-800270640,Galaxy S10 Plus 陶瓷特別版 (G9750) (8GB+512GB),8GB+512GB,3351,7888.0
528,H0972006_S_L2,"Xperia L2 5.5"" / 32GB / NFC 智能手機 (黑色)",32GB,3051,899.0
529,H5300001_S_AHUSTK-L224-128GBSB,Huawei Y9 Prime 2019 4GB+128GB 寶石藍（香港行貨）,4GB+128GB,3201,1799.0
530,H6588001_S_Huawei_P30_Pro_BreathingCrystal,P30 Pro 8GB+256GB 天空之境色 香港行貨,8GB+256GB,3201,5599.0
531,H0775002_S_AL06,POP4 Plus 5056D智能電話(灰) - Alcatel,None,2101,599.0
532,H5912001_S_LN0010,S5 4G+64G 雙卡雙待-黑（香港行貨）,4G+64G,3301,1099.0
533,H6588001_S_Samsung_Note10P_256_Glow,Galaxy Note 10+ 12GB+256GB N9750 幻光色 香港行貨,12GB+256GB,3351,7399.0
534,G5031001_S_APPIXR64MT122,"iPhone XR, 64GB - 黑色 #HK行貨",64GB,3251,5189.0
535,S1103001_S_iphone8_64P_GOLD,"香港行貨 2018 iPhone 8 5.5""金色 64GB",64GB,1451,6888.0
536,H5300001_S_AOEGM19008-256GBGY,OnePlus 7 8GB+256GB 灰色（平行進口）,8GB+256GB,2401,3799.0
537,H0972006_S_Power6_BU,"Power 6 - 6350mAh 特大電量 / 6.3"" FHD+ / NFC / Android 9.0",None,2351,1549.0
538,H5912001_S_T0040,Tab 3 7 Essential TB-7304F 1GB+8GB (香港行貨),1GB+8GB,3301,699.0
539,H6588002_S_Samsung_A60_128_Orange_CN,Galaxy A60 6GB/128GB A6060 橙色 (水貨),6GB+128GB,1951,1998.0
540,H6588001_S_Sony_Xperia10Plus_Navy,Xperia 10 Plus 6GB+64GB 軍藍色 香港行貨,6GB+64GB,3051,2499.0
541,H7007001_S_SAMN975256H01SV01,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,12GB+256GB,3351,7368.0
542,H0775001_S_AL01BLK,Shine Lite 4G LTE智能電話(黑),4G,2101,699.0
543,H6588001_S_Oppo_Reno_6_256_Black,Reno 6GB+256GB 極夜黑色 平行進口 中國版,6GB+256GB,2601,2899.0
544,H6588001_S_Huawei_Y9_Prime_2019_Blue,Y9 Prime 2019 4GB+128GB 藍色 香港行貨,4GB+128GB,3201,1699.0
545,H6588001_S_Huawei_Y6_Prime_2018_Blue,Y6 Prime 2018 3GB+32GB 藍色 香港行貨,3GB+32GB,3201,1099.0
546,H5912001_S_VI0017-bk,Y91c 2+32GB-黑（香港行貨）,32GB,3151,1048.0
547,H6588001_S_Samsung_Note10P_256_Black,Galaxy Note 10+ 12GB+256GB N9750 幻黑色 香港行貨,12GB+256GB,3351,7399.0
548,H5912001_S_Xa0065,紅米 7 3+64GB-黑（香港行貨）,64GB,3101,1399.0
549,H5912001_S_Ca0001,B30（香港行貨）,None,1651,660.0
550,H5300001_S_ASAG88706-128GBB,Galaxy A8s 6GB+128GB 漸變藍（平行進口）,6GB+128GB,3351,2299.0
551,H0775002_S_AL01BLK,"Shine Lite 5"" 4G LTE智能電話(黑) - Alcatel",4G,2101,699.0
552,H0775022_S_rog_512,電競手機 ROG Phone 512G ZS600KL  幻影黑,512G,2751,9198.0
553,H6588001_S_Sony_Xperia_L3_Gold,Xperia L3 3GB+32GB 金色 香港行貨,3GB+32GB,3051,1399.0
554,H5683001_S_P1869,SP586 極速八核高配手機,None,1801,2380.0
555,H5982001_S_samsunga505128gbblack,SAMSUNG A505 6gb ram +128gb Black 平行進口,None,1951,2280.0
556,H5912001_S_SAM0009_bk,GALAXY S9 DUAL 64GB G960FD 黑 (平行進口),64GB,3351,4288.0
557,H5300001_S_AOEGM19108-256GBNB,OnePlus 7 Pro 8GB+256GB 星雲藍（平行進口）,8GB+256GB,2401,5599.0
558,H6302001_S_w1000046,8110 4G雙卡雙待雙核智能手機電話黑色,4G,2451,560.0
559,H5982001_S_catS60,Caterpillar CAT S60 香港行貨一年保養,None,1701,4080.0
560,H7007001_S_SAMN975512H01SV01,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,12GB+512GB,3351,8448.0
561,H0762001_S_galaxy-s10-g9730-8-512-bk-800270636,Galaxy S10 (G9730) (8GB+512GB),8GB+512GB,3351,6938.0
562,H6588001_S_Huawei_P30Lite_Black,P30 Lite 6GB+128GB 黑色 香港行貨,6GB+128GB,3201,2199.0
563,H5912001_S_LG0009,G7+ ThinQ LMG710EAW 128GB-黑（平行進口）,128GB,1901,3099.0
564,H0775022_S_rog_128,電競手機 ROG Phone 128G ZS600KL 幻影黑,128G,2751,7398.0
565,H0762001_S_galaxy-s10-plus-g9750-8-128-gr-800270643,Galaxy S10 Plus (G9750) (8GB+128GB),8GB+128GB,3351,6238.0
566,H5912001_S_MO0007_we,MOTO C PLUS（白色）(香港行貨),None,2801,768.0
567,H5300001_S_ASAA70508-128GBW,Galaxy A70 8GB+128GB 白色（平行進口）,8GB+128GB,3351,2999.0
568,H5912001_S_SAM0075-we,Galaxy Note 10+plus 12+256GB N9750-白（香港行货）,256GB,3351,7588.0
569,H5300001_S_ASAA9200-6_128GBCBK4,Galaxy A9s A9200 6GB+128GB 夜影黑（平行進口）,6GB+128GB,3351,2799.0
570,H6588001_S_Samsung_Note10_Glow,Galaxy Note 10 8GB+256GB N9700 幻光色 香港行貨,8GB+256GB,3351,6399.0
571,H6725001_S_i7_R_32_1_U,"iPhone 7 - 32GB, 二手9成9新 (100%正常運作)(平行進口)",32GB,3251,2390.0
572,H5393001_S_1001310,8110 4G LTE 雙卡雙核2MP 手提智能電話黃色(平行進貨),4G+2M,2451,599.0
573,H6588001_S_Samsung_Note10_White,Galaxy Note 10 8GB+256GB N9700 幻白色 香港行貨,8GB+256GB,3351,6399.0
574,H5982001_S_cats61,Caterpillar CAT S61 香港行貨一年保養,None,1701,6980.0
575,H5912001_S_Xa0068-bk,紅米 NOTE 7 4+128GB-黑（香港行貨）,128GB,3101,1699.0
576,H5300001_S_ASAA60606-128GBCOR,Galaxy A60 6GB+128GB 幻魅橙（平行進口）,6GB+128GB,3351,2299.0
577,H5912001_S_SAM0044-be,Galaxy M20 M205M 雙卡雙待4+64GB 智能手機-藍（平行進口）,205M+64GB,3351,1488.0
578,H7007001_S_SAMN975512H01BK01,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,12GB+512GB,3351,8448.0
579,H6588002_S_Samsung_A40s_Black_CN,Galaxy A40s 6GB/64GB A3050 黑色 (水貨),6GB+64GB,3351,1498.0
580,H5866001_S_MQ8J2ZPAPPLECAREPLUS,"iPhone 8 Plus 5.5"" 金色 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years",256GB,3251,8787.0
581,H5300001_S_AXMM1810F6LG3-32GBEBK,紅米 7 3GB+32GB（平行進口）亮黑色,3GB+32GB,3101,1099.0
582,H5683002_S_P1626,S900 萬用旅行專用手機/結實防撞設計/長超14日待機/藍色,None,1751,398.0
583,H5300001_S_AXMM1804E4A64GBGD,Max 3 4GB+64GB 金色（平行進口）,4GB+64GB,3101,1499.0
584,H0972006_S_KONKA_RE1,RE1 IP68認證三防智能手機,None,1251,899.0
585,H5300001_S_AXMM1803E1A6-128GBB,小米 8 6GB+128GB 藍色（平行進口）,6GB+128GB,3101,2399.0
586,H6588001_S_Huawei_Y9_2019_Blue,Y9 2019 4GB+64GB 藍色 香港行貨,4GB+64GB,3201,1649.0
587,H6588002_S_Samsung_A20_Orange_CN,Galaxy A20 3GB/32GB A205 橙色 (水貨),3GB+32GB,3351,1298.0
588,H6588001_S_Asus_MaxProM2_Blue,ZenFone Max Pro M2 4GB+128GB 藍色 香港行貨,4GB+128GB,2751,2199.0
589,H6588001_S_Samsung_Note10_Black,Galaxy Note 10 8GB+256GB N9700 幻黑色 香港行貨,8GB+256GB,3351,6399.0
590,H5912001_S_HT0006,U12 lite 64GB 紫(香港行貨),64GB,2201,1799.0
591,H5300001_S_ASAA9200-6_128GBLB4,Galaxy A9s A9200 6GB+128GB 幻影藍（平行進口）,6GB+128GB,3351,2799.0
592,H5300001_S_ALGG710EAW-128GBB,LG G7+ 128GB 摩洛哥藍（平行進口）,128GB,1901,3199.0
