,product_name,product_index,product_type,median_rates,mean_rates,no_of_rates
431,"SF514 14"" IPS FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home (藍色)",H6603001_S_SF514_53T_758K_NXH7HCF002,laptop,0.0,0.0,0.0
432,"SF514 14"" IPS FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home (灰色)",H6603001_S_SF514_53T_72A4_NXH7KCF003,laptop,0.0,0.0,0.0
433,"NP350XBE-X01HK 15"" FHD i5-8265u 16G 256G+1TB MX250-2G Win10 Home",H6603001_S_NP350XBE_X01HK,laptop,0.0,0.0,0.0
434,"NP350XBE-X03HK 15"" FHD i5-8265u 16G 256G+1TB MX250 Win10 Home",H6603001_S_NP350XBE_X03HK,laptop,0.0,0.0,0.0
435,"NP930SBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP930SBE_K01HK,laptop,0.0,0.0,0.0
436,"A715 15.6"" IPS FHD i5-9300H 8G 128G+1TB GTX1650-4G Win10 Home",H6603001_S_A715_74G_58F5_NHQ56CF008,laptop,0.0,0.0,0.0
437,"A715 15.6"" IPS FHD i7-9750H 16G 256G+2TB GTX1650-4G Win10 Home",H6603001_S_A715_74G_785A_NHQ56CF001,laptop,0.0,0.0,0.0
438,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB MX150-2G Win10 Home",H6603001_S_SF314_56G_NXH4ZCF001,laptop,0.0,0.0,0.0
439,"Legion Y7000 15.6"" 144Hz IPS FHD i7-9750H 16G 512GB-SSD + 1TB-HDD GTX1660Ti-4G Win10 Home",H6603001_S_Legion_Y7000_81NS000WHH,laptop,0.0,0.0,0.0
440,"Legion Y7000 15.6"" 144Hz IPS FHD i7-9750H 32G 1TB-SSD + 2TB-HDD RTX2060-6G Win10 Home",H6603001_S_Legion_Y7000_81NS000VHH,laptop,0.0,0.0,0.0
441,"Macbook 12"" i5 1.3~3.2Ghz 8GB 512GB (GOLD)",H6603001_S_Macbook_12_512GB,laptop,0.0,0.0,0.0
442,"Macbook 13"" i5 2.3~3.6Ghz 8GB 128GB (SILVER)",H6603001_S_Macbook_Pro_13_128GB,laptop,0.0,0.0,0.0
443,"Macbook Pro 13"" Touchbar i5 2.3~3.8Ghz 8GB 256GB (SILVER)",H6603001_S_Macbook_Pro_13_TP_i5_256GB,laptop,0.0,0.0,0.0
444,"Macbook Pro 13"" Touchbar i5 2.3~3.8Ghz 8GB 512GB (SILVER)",H6603001_S_Macbook_Pro_13_TB_i5_512GB,laptop,0.0,0.0,0.0
445,HP Pavilion 15-cs1075TX 5MX34PA#AB5  陶瓷白+淺金色,H0661001_S_NBOHPA-15-cs1075TX,laptop,0.0,0.0,0.0
446,"LIFEBOOK S937K501 黑色 日本制造手提電腦 13.3"" FHD i5 8GB 256GB WIN10 Pro 1.19Kg",H0800001_S_S937K501B,laptop,0.0,0.0,0.0
447,"ASUS S510UN 15.6"" FHD i5-8250u 8G 1TB + 16G Optane MX150-2G WIN10 Home (金色)",H6603001_S_ASUS_S510UN_GO8211T,laptop,0.0,0.0,0.0
448,LENOVO L340-15IWL (81LG00GTHH) 手提電腦,S1076001_S_193386930044,laptop,0.0,0.0,0.0
449,LENOVO S340-15IWL (81N80089HH) 手提電腦,S1076001_S_193386457879,laptop,0.0,0.0,0.0
450,"ASUS X507UA 15.6"" FHD i3-7020u 4G 256G WIN10 Home (灰色)",H6603001_S_ASUS_X507UA_AS7002T,laptop,0.0,0.0,0.0
451,"IdeaPad 330S-14IKB 14"" i5-8250u 8G 512G R535-2G WIN10 HOME",H6603001_S_IdeaPad_330S_14IKB_81F4018KHH,laptop,0.0,0.0,0.0
452,(13.3 i5 8GB 256GB NVMe SSD Win10) Notebook 9 Pen (NP930SBE-K01HK) 筆記簿型電腦,H0762001_S_NP930SBE-K01HK-800160304,laptop,0.0,0.0,0.0
453,"Swift 3 筆記型電腦 (14"", i5-8650U, 8GB RAM, 51GB SSD, Win 10) SF314-55G59BG 銀色 - 香港行貨",S6036001_S_ACE_SF314-55G59BG_SLV,laptop,0.0,0.0,0.0
454,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (藍色)",H6603001_S_Acer_SF515_51T_74PG_NX_H69CF_002,laptop,0.0,0.0,0.0
455,"LENOVO Ideapad 330 15.6"" FHD i7-8550u 8G 128G+1TB R530-2G WIN10 Home (灰色)",H6603001_S_IdeaPad_330_15IKB_81DE009DHH,laptop,0.0,0.0,0.0
456,"IdeaPad 330S-14IKB 14"" i7-8550u 8G 512G R535-2G WIN10 HOME",H6603001_S_IdeaPad_330S_14IKB_81F4018LHH,laptop,0.0,0.0,0.0
457,"IdeaPad 330S-14IKB 14"" i5-8250u 8G 512G SHARE WIN10 HOME",H6603001_S_IdeaPad_330S_14IKB_81F4018JHH,laptop,0.0,0.0,0.0
458,"SF313 13.3"" FHD i5-8250 8G 512G SHARE Win10 Home",H6603001_S_SF313_51_52CA_NXH3ZCF002,laptop,0.0,0.0,0.0
459,"LENOVO Ideapad 330 17.3"" FHD i7-8550u 8G 256G+1TB MX150-2G WIN10 Home (銀)",H6603001_S_IdeaPad_330_17IKB_81DM005PHH,laptop,0.0,0.0,0.0
460,"IdeaPad 330-17IKB 17.3"" FHD i5-8250u 8G 128G+1TB MX150-2G Win10 Home",H6603001_S_IdeaPad_330_17IKB_81DM005NHH,laptop,0.0,0.0,0.0
461,"LENOVO Ideapad 330 15.6"" FHD i3-8130u 4G 1TB WIN10 Home (黑)",H6603001_S_IdeaPad_330_15IKB_81DE0099HH,laptop,0.0,0.0,0.0
462,LENOVO S340-15IWL (81N8008BHH)手提電腦,S1076001_S_193386458159,laptop,0.0,0.0,0.0
463,"LENOVO S530 13.3"" FHD i7-8565u 8G 512G WIN10 HOME (藍)",H6603001_S_IdeaPad_S530_13IWL_81J7001MHH,laptop,0.0,0.0,0.0
464,"LENOVO S530 13.3"" FHD i5-8265u 8G 512G WIN10 HOME (藍)",H6603001_S_IdeaPad_S530_13IWL_81J7001THH,laptop,0.0,0.0,0.0
465,12 吋 MacBook 1.2GHz 處理器 256GB 儲存空間 玫瑰金 (選取除舊服務),H5866001_S_MNYF2ZPAPPLECARE,laptop,0.0,0.0,0.0
466,"LENOVO Ideapad 330s 14"" FHD i5-8250u 8G 128G+1TB R535-2G WIN10 Home (灰)",H6603001_S_IdeaPad_330S_14IKB_81F40020HH,laptop,0.0,0.0,0.0
467,"LENOVO Ideapad 330 15.6"" HD N4100 4G 500G WIN10 Home (黑)",H6603001_S_IdeaPad_330_15IGM_81D100DWHH,laptop,0.0,0.0,0.0
468,"LENOVO S530 13.3"" FHD i5-8265u 8G 512G MX150-2G WIN10 HOME (藍)",H6603001_S_IdeaPad_S530_13IWL_81J7001LHH,laptop,0.0,0.0,0.0
469,"LENOVO Ideapad 330 15.6"" FHD i5-8250u 4G 1TB WIN10 Home (黑)",H6603001_S_IdeaPad_330_15IKB_81DE009AHH,laptop,0.0,0.0,0.0
470,"LENOVO Ideapad 330 15.6"" FHD i5-8250u 8G 1TB MX150-2G WIN10 Home (灰色)",H6603001_S_IdeaPad_330_15IKB_81DE016HHH,laptop,0.0,0.0,0.0
471,12 吋 MacBook 1.2GHz 處理器 256GB 儲存空間 玫瑰金 (選取除舊服務),H5866001_S_MNYF2ZP,laptop,0.0,0.0,0.0
472,"LENOVO Yoga S730 13.3"" FHD i5-8265u 8G 512G WIN10 Home (灰色)",H6603001_S_Yoga_S730_13IWL_81J0002THH,laptop,0.0,0.0,0.0
473,"LENOVO Ideapad 330s 14"" FHD i5-8250u 8G 128G+1TB WIN10 Home (灰)",H6603001_S_IdeaPad_330S_14IKB_81F4001YHH,laptop,0.0,0.0,0.0
474,"LENOVO Ideapad 330s 14"" FHD i7-8550u 8G 128G+1TB R535-2G WIN10 Home (灰)",H6603001_S_IdeaPad_330S_14IKB_81F4007BHH,laptop,0.0,0.0,0.0
475,"LENOVO Y530 15.6"" (144Hz) FHD i7-8750H 16G 256GB + 2TB GTX1050Ti-4G WIN10 Home (黑色)",H6603001_S_IdeaPad_Y530_15ICH_81FV012EHH,laptop,0.0,0.0,0.0
476,"LENOVO Yoga C930 13.9"" TOUCH FHD i7-8550u 16G 512G WIN10 Home (雲母色)",H6603001_S_Yoga_C930_13IKB_81C4002FHH,laptop,0.0,0.0,0.0
477,"LENOVO Yoga C930 13.9"" TOUCH 4K i7-8550u 16G 1TB WIN10 Home (雲母色)",H6603001_S_Yoga_C930_13IKB_81C4002GHH,laptop,0.0,0.0,0.0
478,"LENOVO Yoga C930 13.9"" TOUCH FHD i7-8550u 16G 512G WIN10 Home (灰色)",H6603001_S_Yoga_C930_13IKB_81C4007XHH,laptop,0.0,0.0,0.0
479,"LENOVO Yoga C930 13.9"" TOUCH 4K i7-8550u 16G 1TB WIN10 Home (灰色)",H6603001_S_Yoga_C930_13IKB_81C4007YHH,laptop,0.0,0.0,0.0
480,"LENOVO Yoga S730 13.3"" FHD i7-8565u 16G 512G WIN10 Home (灰色)",H6603001_S_Yoga_S730_13IWL_81J0002UHH,laptop,0.0,0.0,0.0
481,"SF314 14"" IPS FHD i5-8265u 8G 256G+1TB MX250-2G Win10 Home (銀色)",H6603001_S_SF314_56G_58MJ_NXHAQCF001,laptop,0.0,0.0,0.0
482,"SF314 14"" IPS FHD i5-8265u 8G 512GB MX250-2G Win10 Home (銀色)",H6603001_S_SF314_55G_59BG_NXHBJCF002,laptop,0.0,0.0,0.0
483,"A315 15.6"" FHD i5-8265u 8G 128G+1TB SHARE Win10 Home",H6603001_S_A315_54_51J1_NXHEFCF003,laptop,0.0,0.0,0.0
484,"A315 15.6"" FHD i5-8265u 8G 2TB MX230-2G Win10 Home 藍色",H6603001_S_A315_55G_57JU_NXHG2CF008,laptop,0.0,0.0,0.0
485,"NP950SBE-X01HK 15"" FHD TOUCH i7-8565u 16G 512G MX150-2G Win10 Home",H6603001_S_NP950SBE_X01HK,laptop,0.0,0.0,0.0
486,"IdeaPad S130-11IGM 11.6"" HD N4100 4G 64G Win10 Home 白",H6603001_S_IdeaPad_S130_11IGM_81J10013HH,laptop,0.0,0.0,0.0
487,"IdeaPad L340-17IWL 17.3"" FHD i5-8265u 8G 1TB+256G MX230-2G Win10 Home",H6603001_S_Ideapad_L340_17IWL_81L0005MHH,laptop,0.0,0.0,0.0
488,"IdeaPad L340-17IWL 17.3"" FHD i7-8565u 8G 1TB+256G MX230-2G Win10 Home",H6603001_S_IdeaPad_L340_17IWL_81L0005QHH,laptop,0.0,0.0,0.0
489,"IdeaPad L340-17IRH 17.3"" IPS FHD i5-9300H 8G 1TB+256G GTX1050-3G Wi10 Home",H6603001_S_IdeaPad_L340_17IRH_81LL005LHH,laptop,0.0,0.0,0.0
490,"IdeaPad L340-17IRH 17.3"" IPS FHD i7-9750H 8G 1TB+256G GTX1050-3G Win10 Home",H6603001_S_IdeaPad_L340_17IRH_81LL005NHH,laptop,0.0,0.0,0.0
491,"IdeaPad S540-15IWL 15.6"" IPS FHD i5-8265u 8G 512G MX250-2G Win10 Home 銅色",H6603001_S_IdeaPad_S540_15IWL_81NE0037HH,laptop,0.0,0.0,0.0
492,"IdeaPad S540-15IWL 15.6"" IPS FHD i7-8565u 12G 1TB MX250-2GB Win10 Home 銅色",H6603001_S_IdeaPad_S540_15IWL_81NE003AHH,laptop,0.0,0.0,0.0
493,"IdeaPad L340-15IWL 15.6"" FHD i3-8145u 4G 256G MX110-2G Win10 Home",H6603001_S_IdeaPad_L340_15IWL_81LG00GRHH,laptop,0.0,0.0,0.0
494,"NP350XAA-X04HK 15"" FHD i5-8250u 8G 128G+1TB MX110-2G Win10 Home",H6603001_S_NP350XAA_X04HK,laptop,0.0,0.0,0.0
495,"NP350XAA-X05HK 15"" FHD i5-8250 8G 128G+1TB MX110-2G Win10 Home",H6603001_S_NP350XAA_X05HK,laptop,0.0,0.0,0.0
496,"NP350XBE-K03HK 15"" FHD Intel 5405u 8G 128G SHARE Win10 Home",H6603001_S_NP350XBE_K03HK,laptop,0.0,0.0,0.0
497,"NP350XBE-K04HK 15"" FHD 5405u 8G 128G SHARE Win10 Home",H6603001_S_NP350XBE_K04HK,laptop,0.0,0.0,0.0
498,"NP350XBE-K01HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP350XBE_K01HK,laptop,0.0,0.0,0.0
499,"NP350XBE-K02HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP350XBE_K02HK,laptop,0.0,0.0,0.0
500,"NP930XBE-K03HK 13.3"" FHD i7-8565u 16G 512G SHARE Win10 Home",H6603001_S_NP930XBE_K03HK,laptop,0.0,0.0,0.0
501,"NP930MBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP930MBE_K01HK,laptop,0.0,0.0,0.0
502,"NP930SBE-K03HK 13.3"" FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home",H6603001_S_NP930SBE_K03HK,laptop,0.0,0.0,0.0
503,"NP550XAA-X05HK 15.6"" PLS FHD i7-8550u 8G 128G+1TB MX150-2G Win10 Home",H6603001_S_NP550XAA_X05HK,laptop,0.0,0.0,0.0
504,"NP550XAA-X04HK 15.6"" PLS FHD i7-8550u 12G 256G+1TB MX150-2G Win10 Home",H6603001_S_NP550XAA_X04HK,laptop,0.0,0.0,0.0
505,"NP550XBE-X01HK 15.6"" PLS FHD i7-8565u 16G 256G+1TB MX150-2G Win10 Home",H6603001_S_NP550XBE_X01HK,laptop,0.0,0.0,0.0
506,"NP730XBE-K01HK 13.3"" FHD i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP730XBE_K01HK,laptop,0.0,0.0,0.0
507,"NP730QAA-K02HK 13.3"" FHD TOUCH i7-8550u 8G 256G SHARE Win10 Home",H6603001_S_NP730QAA_K02HK,laptop,0.0,0.0,0.0
508,4G-LTE 智能手機 - GALAXY S4 (白色),H0972006_S_342,smartphone,0.0,0.0,0.0
509,SAMSUNG Galaxy A20 3gb+32gb Black 平行進口,H5982001_S_samsunga205fd32gbblack,smartphone,0.0,0.0,0.0
510,Galaxy A40s 6GB+64GB 黑色（平行進口）,H5300001_S_ASAA30506-64GBBK,smartphone,0.0,0.0,0.0
511,Galaxy A70 6GB+128GB 珊瑚橙色 香港行貨,H6588001_S_Samsung_A70_6_Coral,smartphone,0.0,0.0,0.0
512,"HONOR 8A - 6.09""旗艦級珍珠全面屏 / 支持人臉解鎖 / 獨立三卡槽 / Android 9.0 (32GB/藍色)",H0972006_S_Honor_8A_32GB_BU,smartphone,0.0,0.0,0.0
513,Galaxy A60 SM-A6060 6+128GB Dual SIM-黑（平行進口）,H5912001_S_SAM0068-bk,smartphone,0.0,0.0,0.0
514,智愛寶定位功能電話連24個月手機月費服務,S6048001_S_ibao002_black,smartphone,0.0,0.0,0.0
515,Galaxy S10+ 8GB+128GB 幻鑽綠色 香港行貨,H6588001_S_Samsung_S10P_128_Green,smartphone,0.0,0.0,0.0
516,Pixel 3a 4GB+64GB 黑色 平行進口,H6588001_S_Pixel_3a_64_Black,smartphone,0.0,0.0,0.0
517,Galaxy Note 10+ 12GB+256GB N9750 幻白色 香港行貨,H6588001_S_Samsung_Note10P_256_White,smartphone,0.0,0.0,0.0
518,Galaxy S10+ 8GB+128GB 幻鑽銀色 香港行貨,H6588001_S_Samsung_S10P_128_Silver,smartphone,0.0,0.0,0.0
519,ROG Phone 2 8GB+128GB 全網版 黑色（平行進口）,H5300001_S_AAS1001DA8-128GBBK,smartphone,0.0,0.0,0.0
520,Pixel 3A XL 64GB 純粹黑（平行進口）,H5300001_S_AGOG020C64GBJBK,smartphone,0.0,0.0,0.0
521,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,H5982001_S_samsunga105gds32gbblack,smartphone,0.0,0.0,0.0
522,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,H5982001_S_samsunga105gds32gbblack,smartphone,0.0,0.0,0.0
523,Galaxy S10 SM-G973U 8+128GB 智能手機-白（平行進口）,H5912001_S_SAM0072-we,smartphone,0.0,0.0,0.0
524,SAMSUNG Galaxy A20 3gb+32gb Blue 平行進口,H5982001_S_samsunga205fd32gbblue,smartphone,0.0,0.0,0.0
525,香港行貨(棱鏡黑)GALAXY S10 G9730 8GB RAM 128GB ROM,H7007001_S_SAMG9730H01BK01,smartphone,0.0,0.0,0.0
526,Galaxy A60 SM-A6060 6+64GB Dual SIM-藍（平行進口）,H5912001_S_SAM0067-be,smartphone,0.0,0.0,0.0
527,Pixel 3a 4GB+64GB 白色 平行進口,H6588001_S_Pixel_3a_64_White,smartphone,0.0,0.0,0.0
528,E517 -  Android 直板按鍵智能手機 / 雙咭 4G / 超長待機 / 長者手機 (黑色),H0972006_S_PHILIPS_E571_BK,smartphone,0.0,0.0,0.0
529,U12+ 6GB+128GB 紅色 香港行貨,H6588001_S_HTC_U12P_Red,smartphone,0.0,0.0,0.0
530,"iPhone 6S - 64GB, 二手9成9新 (100%正常運作)(平行進口)",H6725001_S_i6S_R_64_1_U,smartphone,0.0,0.0,0.0
531,紅米 7A 16GB磨砂黑（平行進口）,H5300001_S_AXMM1903C3EG2-16GBBK,smartphone,0.0,0.0,0.0
532,香港行貨(幻黑)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,H7007001_S_SAMN970H01BK01,smartphone,0.0,0.0,0.0
533,香港行貨(幻光)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,H7007001_S_SAMN970H01SV01,smartphone,0.0,0.0,0.0
534,香港行貨(幻白)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,H7007001_S_SAMN970H01WH01,smartphone,0.0,0.0,0.0
535,Galaxy Note 10+ 12GB+512GB N9750 幻黑色 香港行貨,H6588001_S_Samsung_Note10P_512_Black,smartphone,0.0,0.0,0.0
536,Galaxy Note 10+ 12GB+512GB N9750 幻光色 香港行貨,H6588001_S_Samsung_Note10P_512_Glow,smartphone,0.0,0.0,0.0
537,"iPhone XR, 128GB - 黑色 #HK行貨",G5031001_S_APPIXR128MT192,smartphone,0.0,0.0,0.0
538,iPhone XS 64GB 金色 #HK行貨,G5031001_S_101-APPIXS-MT962ZA_A,smartphone,0.0,0.0,0.0
539,Note 7P - 後置三鏡頭 / 三卡槽 / Android 9.0,H0972006_S_Note7P_BK,smartphone,0.0,0.0,0.0
540,MUSASHI 武藏日系超薄智能摺機 / 雙屏幕觸控設計 / Android系統,H0972006_S_FTJ161A,smartphone,0.0,0.0,0.0
541,BlackBerry KeyOne 32gb Silver Black 香港行貨一年保養,H5982001_S_blackberrykeyone32gbsilverblack,smartphone,0.0,0.0,0.0
542,紅米 7 3GB+32GB（平行進口）夢幻藍,H5300001_S_AXMM1810F6LG3-32GBCB,smartphone,0.0,0.0,0.0
543,紅米 NOTE 6 Pro 4+64GB-黑（香港行貨）,H5912001_S_Xa0066-bk,smartphone,0.0,0.0,0.0
544,"iPhone XS 256GB, 金色 #HK行貨",G5031001_S_101-APPIXS-MT9927A_A,smartphone,0.0,0.0,0.0
545,BlackBerry Key 2 LE 64GB Red 香港行貨一年保養,H5982001_S_blackberrykey2le64gbred,smartphone,0.0,0.0,0.0
546,BlackBerry Key 2 LE 64GB Gold 香港行貨一年保養,H5982001_S_blackberrykey2le64gbgold,smartphone,0.0,0.0,0.0
547,9T 6+128GB 智能手機 (碳纖黑) (平行進口),H5039001_S_XMMI9T6128BKEU,smartphone,0.0,0.0,0.0
548,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (紅色) (原廠行貨),H0972006_S_Armor_6_Red,smartphone,0.0,0.0,0.0
549,4G-LTE 智能手機 - R1(金色),H7019001_S_R1_Gold,smartphone,0.0,0.0,0.0
550,Galaxy A10 A105M 雙卡雙待 2+32GB智能手機-黑 (平行進口),H5912001_S_SAM0039-bk,smartphone,0.0,0.0,0.0
551,Galaxy A30 SM-A305G雙卡雙待 4+64GB智 能手機-白 (平行進口),H5912001_S_SAM0040-we,smartphone,0.0,0.0,0.0
552,A60 6GB+64GB 幻影黑（平行進口）,H5300001_S_ASAA60606-64GBBK,smartphone,0.0,0.0,0.0
553,Mi Play 128GB ROM + 6GB RAM,H0972006_S_miplay_128GB,smartphone,0.0,0.0,0.0
554,SAMSUNG Galaxy A305 64gb Black 平行進口,H5982001_S_sama305black,smartphone,0.0,0.0,0.0
555,Y9 Prime 2019 4+128GB-綠（香港行貨）,H5912001_S_HU0014-gn,smartphone,0.0,0.0,0.0
556,智能手機 - A1000 (灰色),H0972006_S_A1000_Grey,smartphone,0.0,0.0,0.0
557,Xperia 10 Plus 6GB+64GB 黑色 香港行貨,H6588001_S_Sony_Xperia10Plus_Black,smartphone,0.0,0.0,0.0
558,POP4 Plus 5056D 智能電話(灰),H0775001_S_AL06,smartphone,0.0,0.0,0.0
559,智愛寶功能電話,S6048001_S_ibao001_black,smartphone,0.0,0.0,0.0
560,P30 Lite 6+128GB-白（香港行貨）,H5912001_S_HU0011-we,smartphone,0.0,0.0,0.0
561,紅米 NOTE 7 Pro 6+128GB-紅（平行進口）,H5912001_S_Xa0073-rd,smartphone,0.0,0.0,0.0
562,OnePlus 7 Pro 12GB+256GB 星雲藍（平行進口）,H5300001_S_AOEGM191012256GBNB,smartphone,0.0,0.0,0.0
563,Galaxy A40s 6GB/64GB A3050 藍色 (水貨),H6588002_S_Samsung_A40s_Blue_CN,smartphone,0.0,0.0,0.0
564,香港行貨(幻白)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,H7007001_S_SAMN975256H01WH01,smartphone,0.0,0.0,0.0
565,Galaxy A60 6GB/128GB A6060 黑色 (水貨),H6588002_S_Samsung_A60_128_Black_CN,smartphone,0.0,0.0,0.0
566,Galaxy S10 (G9730) (8GB+128GB),H0762001_S_galaxy-s10-g9730-8-128-gr-800270634,smartphone,0.0,0.0,0.0
567,"iPhone XS Max 64GB, 金色 #HK行貨",G5031001_S_APPIXM64_MT732,smartphone,0.0,0.0,0.0
568,Galaxy A70 8GB+128GB 藍色 香港行貨,H6588001_S_Samsung_A70_8_Blue,smartphone,0.0,0.0,0.0
569,4G-LTE 無邊框智能手機 - MIX (4+64GB) (黑色),H0972006_S_MIX_Black,smartphone,0.0,0.0,0.0
570,Galaxy A70 6GB+128GB 黑色（平行進口）,H5300001_S_ASAA70506-128GBBK,smartphone,0.0,0.0,0.0
571,Galaxy A80 (A8050),H0762001_S_Galaxy-A80-A8050-bk-800270196,smartphone,0.0,0.0,0.0
572,"X - 5.85"" / 8核心 / 64GB / 雙鏡頭 / 無線充電",H0972006_S_X_BK,smartphone,0.0,0.0,0.0
573,Galaxy A20 SM-A205G 雙卡雙待 3+32GB 智能手機-紅（香港行貨）,H5912001_S_SAM0047-or,smartphone,0.0,0.0,0.0
574,Galaxy S10 Plus 陶瓷特別版 (G9750) (8GB+512GB),H0762001_S_galaxy-s10-plus-ceramic-g9750-8-512-bk-800270640,smartphone,0.0,0.0,0.0
575,"Xperia L2 5.5"" / 32GB / NFC 智能手機 (黑色)",H0972006_S_L2,smartphone,0.0,0.0,0.0
576,Huawei Y9 Prime 2019 4GB+128GB 寶石藍（香港行貨）,H5300001_S_AHUSTK-L224-128GBSB,smartphone,0.0,0.0,0.0
577,P30 Pro 8GB+256GB 天空之境色 香港行貨,H6588001_S_Huawei_P30_Pro_BreathingCrystal,smartphone,0.0,0.0,0.0
578,POP4 Plus 5056D智能電話(灰) - Alcatel,H0775002_S_AL06,smartphone,0.0,0.0,0.0
579,S5 4G+64G 雙卡雙待-黑（香港行貨）,H5912001_S_LN0010,smartphone,0.0,0.0,0.0
580,Galaxy Note 10+ 12GB+256GB N9750 幻光色 香港行貨,H6588001_S_Samsung_Note10P_256_Glow,smartphone,0.0,0.0,0.0
581,"iPhone XR, 64GB - 黑色 #HK行貨",G5031001_S_APPIXR64MT122,smartphone,0.0,0.0,0.0
582,"香港行貨 2018 iPhone 8 5.5""金色 64GB",S1103001_S_iphone8_64P_GOLD,smartphone,0.0,0.0,0.0
583,OnePlus 7 8GB+256GB 灰色（平行進口）,H5300001_S_AOEGM19008-256GBGY,smartphone,0.0,0.0,0.0
584,"Power 6 - 6350mAh 特大電量 / 6.3"" FHD+ / NFC / Android 9.0",H0972006_S_Power6_BU,smartphone,0.0,0.0,0.0
585,Tab 3 7 Essential TB-7304F 1GB+8GB (香港行貨),H5912001_S_T0040,smartphone,0.0,0.0,0.0
586,Galaxy A60 6GB/128GB A6060 橙色 (水貨),H6588002_S_Samsung_A60_128_Orange_CN,smartphone,0.0,0.0,0.0
587,Xperia 10 Plus 6GB+64GB 軍藍色 香港行貨,H6588001_S_Sony_Xperia10Plus_Navy,smartphone,0.0,0.0,0.0
588,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,H7007001_S_SAMN975256H01SV01,smartphone,0.0,0.0,0.0
589,Shine Lite 4G LTE智能電話(黑),H0775001_S_AL01BLK,smartphone,0.0,0.0,0.0
590,Reno 6GB+256GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_6_256_Black,smartphone,0.0,0.0,0.0
591,Y9 Prime 2019 4GB+128GB 藍色 香港行貨,H6588001_S_Huawei_Y9_Prime_2019_Blue,smartphone,0.0,0.0,0.0
592,Y6 Prime 2018 3GB+32GB 藍色 香港行貨,H6588001_S_Huawei_Y6_Prime_2018_Blue,smartphone,0.0,0.0,0.0
593,Y91c 2+32GB-黑（香港行貨）,H5912001_S_VI0017-bk,smartphone,0.0,0.0,0.0
594,Galaxy Note 10+ 12GB+256GB N9750 幻黑色 香港行貨,H6588001_S_Samsung_Note10P_256_Black,smartphone,0.0,0.0,0.0
595,紅米 7 3+64GB-黑（香港行貨）,H5912001_S_Xa0065,smartphone,0.0,0.0,0.0
596,B30（香港行貨）,H5912001_S_Ca0001,smartphone,0.0,0.0,0.0
597,Galaxy A8s 6GB+128GB 漸變藍（平行進口）,H5300001_S_ASAG88706-128GBB,smartphone,0.0,0.0,0.0
598,"Shine Lite 5"" 4G LTE智能電話(黑) - Alcatel",H0775002_S_AL01BLK,smartphone,0.0,0.0,0.0
599,電競手機 ROG Phone 512G ZS600KL  幻影黑,H0775022_S_rog_512,smartphone,0.0,0.0,0.0
600,Xperia L3 3GB+32GB 金色 香港行貨,H6588001_S_Sony_Xperia_L3_Gold,smartphone,0.0,0.0,0.0
601,SP586 極速八核高配手機,H5683001_S_P1869,smartphone,0.0,0.0,0.0
602,SAMSUNG A505 6gb ram +128gb Black 平行進口,H5982001_S_samsunga505128gbblack,smartphone,0.0,0.0,0.0
603,GALAXY S9 DUAL 64GB G960FD 黑 (平行進口),H5912001_S_SAM0009_bk,smartphone,0.0,0.0,0.0
604,OnePlus 7 Pro 8GB+256GB 星雲藍（平行進口）,H5300001_S_AOEGM19108-256GBNB,smartphone,0.0,0.0,0.0
605,8110 4G雙卡雙待雙核智能手機電話黑色,H6302001_S_w1000046,smartphone,0.0,0.0,0.0
606,Caterpillar CAT S60 香港行貨一年保養,H5982001_S_catS60,smartphone,0.0,0.0,0.0
607,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,H7007001_S_SAMN975512H01SV01,smartphone,0.0,0.0,0.0
608,Galaxy S10 (G9730) (8GB+512GB),H0762001_S_galaxy-s10-g9730-8-512-bk-800270636,smartphone,0.0,0.0,0.0
609,P30 Lite 6GB+128GB 黑色 香港行貨,H6588001_S_Huawei_P30Lite_Black,smartphone,0.0,0.0,0.0
610,G7+ ThinQ LMG710EAW 128GB-黑（平行進口）,H5912001_S_LG0009,smartphone,0.0,0.0,0.0
611,電競手機 ROG Phone 128G ZS600KL 幻影黑,H0775022_S_rog_128,smartphone,0.0,0.0,0.0
