,product_name,product_index,product_type,median_rates,mean_rates
416,"M15 (i7/16G/1T+256G/RTX2060/15.6"")",H0661010_S_ALW15M-R2762-S-W10,laptop,0.0,0.0
417,P65-CREATOR-9SF,H6628001_S_P65-9SF,laptop,0.0,0.0
418,"MSI GS65 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",H6629001_S_MS-NC-GS658SE-I7-16GS-206,laptop,0.0,0.0
419,"M15 (i9/32G/1T/RTX2080/15.6"")",H0661010_S_ALW15M-R2980-S-W10,laptop,0.0,0.0
420,LENOVO V530s SSF (10TXA008HC) Computer  桌上電腦,S1076001_S_31P10TXA008HC,laptop,0.0,0.0
421,"Notebook 7 Force 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, GTX1650, Win10 Home) NP760XBE-X01HK",H0762001_S_NP760XBE-X01HK-800160318,laptop,0.0,0.0
422,(15 MX150 i7 8GB 256GB NVMe SSD Win10) Notebook 9 Always (NP950XBE-X01HK) 筆記簿型電腦,H0762001_S_NP950XBE-X01HK-800160311,laptop,0.0,0.0
423,USC C to Mini DisplayPort 適配器 4K 60Hz（銀色）,H6781001_S_GP-DP40,laptop,0.0,0.0
424,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰",H5866001_S_MR942ZP,laptop,0.0,0.0
425,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰連 AppleCare+ 3年保養服務",H5866001_S_MR942ZPAC,laptop,0.0,0.0
426,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色連 AppleCare+ 3年保養",H5866001_S_MR962ZPAC,laptop,0.0,0.0
427,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰",H5866001_S_MR9R2ZP,laptop,0.0,0.0
428,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色 AppleCare+ 3年保養",H5866001_S_MR9U2ZPAC,laptop,0.0,0.0
429,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 太空灰 #HK行貨",G5031001_S_MV962,laptop,0.0,0.0
430,ALWA51M-R1782H-B-W10,H6934001_S_ALWA51M-R1782H-B-W10,laptop,0.0,0.0
431,mBar 手提電腦支架 - 銀,H5302006_S_RD-10080,laptop,0.0,0.0
432,Gigabyte AERO 15 OLED-YA,H5189001_S_AERO15-YA,laptop,0.0,0.0
433,Gigabyte AERO 15 OLED-XA i7,H5189001_S_AERO15-XA-i7,laptop,0.0,0.0
434,Gigabyte AERO 17 WA 144Hz,H5189001_S_AERO-17-WA,laptop,0.0,0.0
435,Gigabyte AERO 17 SA 144Hz,H5189001_S_AERO-17-SA,laptop,0.0,0.0
436,Inspiron 14 3480 銀色,H6934001_S_Ins3480-R1300HD-B-W10,laptop,0.0,0.0
437,"MSI GS75 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",H6629001_S_MS-NB-GS758SE-I7-16GS-206,laptop,0.0,0.0
438,"M15 (i9/32G/1T/RTX2080/15.6"")",H0661010_S_ALW15M-R2980-R-W10,laptop,0.0,0.0
439,ThinkPad X390 13.3吋 8代i5 16G 極致靈巧商務手提電腦 (20Q0S05D00) - 全新機,H5023002_S_20Q0S05D00,laptop,0.0,0.0
440,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),H5866001_S_MPXT2ZPAPPLECARE,laptop,0.0,0.0
441,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰 AppleCare+ 3年保養服務",H5866001_S_MR932ZPAC,laptop,0.0,0.0
442,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色",H5866001_S_MR972ZP,laptop,0.0,0.0
443,"2018 MacBook Pro 13"" 觸控欄及 Touch ID 銀色",H5866001_S_MR9V2ZP,laptop,0.0,0.0
444,GT75 Titan 9SF i7 電競筆電,H6628001_S_GT75-9SF,laptop,0.0,0.0
445,IdeaPad Y900-17ISK 4核心 Core i7 配GTX980M-8GB電競手提電腦(80Q10058HH) - 高質開盒產品,H5023001_S_80Q10058HH,laptop,0.0,0.0
446,IdeaPad Y900-17ISK 4核心 Core i7 配GTX980M-8GB電競手提電腦(80Q10058HH) - 高質開盒產品,H5023001_S_80Q10058HH,laptop,0.0,0.0
447,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色",H5866001_S_MR962ZP,laptop,0.0,0.0
448,P65-CREATOR-9SF-4K,H6628001_S_P65-9SF-4K,laptop,0.0,0.0
449,GT75 Titan 9SG - i7 電競筆電,H6628001_S_GT75-9SG-i7,laptop,0.0,0.0
450,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",H0661010_S_ALWA51M-R1762-W-W10,laptop,0.0,0.0
451,P75-CREATOR 9SF-4K-I9,H6628001_S_P75-9SF-4K-I9,laptop,0.0,0.0
452,GT75-TITAN-8SG-4K,H6628001_S_GT75-8SG-4K,laptop,0.0,0.0
453,Gigabyte AERO 15 Classic-SA,H5189001_S_AERO15-classic-SA,laptop,0.0,0.0
454,Gigabyte AERO 17 XA 144Hz,H5189001_S_AERO-17-XA,laptop,0.0,0.0
455,mBar Pro+ 可摺疊手提電腦企架 - 銀,H5302006_S_RD-10084,laptop,0.0,0.0
456,"M15 (i7/16G/1T+256G/RTX2070/15.6"")",H0661010_S_ALW15M-R2782-R-W10,laptop,0.0,0.0
457,"Area-51m(i7/16G/1T+256G/RTX2070/17.3"")",H0661010_S_ALWA51M-R1782-W-W10,laptop,0.0,0.0
458,"M17 (i9/16G/1T+512G/RTX2080/17.3""UHD)",H0661010_S_ALWM17-R1982-S-W10,laptop,0.0,0.0
459,LENOVO IDEACENTRE 510S-07ICB (90K800CEHH) 桌上型電腦       ,S1076001_S_90K800CEHH,laptop,0.0,0.0
460,LENOVO IDEACENTRE 510S-07ICB (90K800CUHH)桌上型電腦       ,S1076001_S_31P90K800CUHH,laptop,0.0,0.0
461,C2 5合1多功能集線器-銀,H6781001_S_GP-ULCB1-SL,laptop,0.0,0.0
462,C2 8合1多功能集線器-銀,H6781001_S_GP-ULCB2-SL,laptop,0.0,0.0
463,ALWA51M-R1782-W-W10,H6934001_S_ALWA51M-R1782-W-W10,laptop,0.0,0.0
464,ALWA51M-R1762-B-W10,H6934001_S_ALWA51M,laptop,0.0,0.0
465,GT75-8SG,H6628001_S_GT75-8SG,laptop,0.0,0.0
466,GE63-RAIDER-RGB-8SG,H6628001_S_GE63-8SG,laptop,0.0,0.0
467,Gigabyte AERO 15 OLED-XA i9,H5189001_S_AERO15-XA-i9,laptop,0.0,0.0
468,Gigabyte AERO 15 Classic-XA i7,H5189001_S_AERO15-classic-XA-i7,laptop,0.0,0.0
469,Inspiron 13 7000 2 合1 7386,H6934001_S_Ins7386-R1500T-S-W10,laptop,0.0,0.0
470,Inspiron 14 5000 2 合 1 i5,H6934001_S_Ins5482-R1520T-S-W10,laptop,0.0,0.0
471,"M15 (i7/16G/1T+512G/RTX2080/15.6"")",H0661010_S_ALW15M-R2782H-R-W10,laptop,0.0,0.0
472,"Area-51m(i7/16G/1T+256G/RTX2070/17.3"")",H0661010_S_ALWA51M-R1782-B-W10,laptop,0.0,0.0
473,"M17 (i7/16G/1T+256G/RTX2060/17.3"")",H0661010_S_ALWM17-R1762-S-W10,laptop,0.0,0.0
474,"M17 (i9/16G/1T+512G/RTX2080/17.3""UHD)",H0661010_S_ALWM17-R1982-R-W10,laptop,0.0,0.0
475,LENOVO IDEACENTRE A340-22ICB (PF0E9006LHH) 桌面電腦,S1076001_S_31PF0E9006LHH,laptop,0.0,0.0
476,C2 8合1多功能集線器-灰,H6781001_S_GP-ULCB2,laptop,0.0,0.0
477,C2 9合1多功能集線器-灰,H6781001_S_GP-ULCB4,laptop,0.0,0.0
478,14-ck0147TU 7NU36PA#AB5- 暖金色,H0661001_S_NBOHPA-14-ck0147TU,laptop,0.0,0.0
479,"Lifebook U537K7 13.3"" Core i7 / Windows 10 Pro 雙硬盤筆記本電腦 - 高質陳列品",H0800001_S_u537k7,laptop,0.0,0.0
480,"M15 (i7/16G/1T+256G/RTX2060/15.6"")",H0661010_S_ALW15M-R2762-R-W10,laptop,0.0,0.0
481,"Area-51m(i7/16G/1T_RAID/RTX2080/17.3"")",H0661010_S_ALWA51M-R1782H-B-W10,laptop,0.0,0.0
482,"Area-51m(i7/16G/RAID0@1T/RTX2080/17.3"")",H0661010_S_ALWA51M-R1782H-W-W10,laptop,0.0,0.0
483,"M17 (i7/16G/1T+512G/RTX2080/17.3"")",H0661010_S_ALWM17-R1782H-S-W10,laptop,0.0,0.0
484,USB-C 轉 4位 USB-A Hub 集線器 ACH234AP,H0710001_S_ACH234,laptop,0.0,0.0
485,"Odyssey 2 筆記型電腦 (15.6"", 7-8750H, 16GB, 1TB HDD, 512GB SSD, RTX2060, Win10 Home) NP850XBC-X01HK",H0762001_S_NP850XBC-X01HK-800160319,laptop,0.0,0.0
486,(13.3 i5 8GB 256GB NVMe SSD Win10) Notebook 9 Always (NP930XBE-K01HK) 筆記簿型電腦,H0762001_S_NP930XBE-K01HK-800160308,laptop,0.0,0.0
487,GT75 Titan 9SF i7 4K 電競筆電,H6628001_S_GT75-9SF-i7-4K,laptop,0.0,0.0
488,GT75 Titan 9SG  - i7 4K 電競筆電,H6628001_S_GT75-9SG-i7-4K,laptop,0.0,0.0
489,GE75-Raider-9SG,H6628001_S_GE75-9SG,laptop,0.0,0.0
490,Gigabyte AERO 15 OLED-SA,H5189001_S_AERO15-SA,laptop,0.0,0.0
491,Gigabyte AERO 15-X9 i7,H5189001_S_AORUS15-X9-i7,laptop,0.0,0.0
492,Gigabyte AERO 15 Classic-WA,H5189001_S_AERO15-classic-WA,laptop,0.0,0.0
493,Ins5488-R1500-S-W10,H6934001_S_Ins5488-R1500-S,laptop,0.0,0.0
494,HP Pavilion 15-cs1074TX 5MX24PA#AB5 寶石藍色,H0661001_S_NBOHPA-15-cs1074TX,laptop,0.0,0.0
495,HP Pavilion 15-cs1074TX 5MX24PA#AB5 寶石藍色,H0661001_S_NBOHPA-15-cs1074TX,laptop,0.0,0.0
496,XPS13-9380-R1700W-3Y,H6934001_S_XPS13-9380-R1700W-3Y,laptop,0.0,0.0
497,Ins5580-R2520-S,H6934001_S_Ins5580-R2520-S,laptop,0.0,0.0
498,可折疊電腦底座支架，夠晒輕巧，攜帶方便，帶電腦去邊都冇有怕,H6145001_S_MK19101101,laptop,0.0,0.0
499,G3590-R1740GB,H6934001_S_G3590-R1740GB,laptop,0.0,0.0
500,Dell G3 15 遊戲專用筆記型電腦 G3590-R1540GB,H6934001_S_G3590-R1540GB,laptop,0.0,0.0
501,XPS13-7390-R1700L-W,H6934001_S_XPS13-7390-R1700L-W,laptop,0.0,0.0
502,Dell G5 15 遊戲專用筆記型電腦 G5-R1762C,H6934001_S_G5590-R1762C,laptop,0.0,0.0
503,ins7591-R1540,H6934001_S_ins7591-R1540,laptop,0.0,0.0
504,"E754 日本制造15.6""手提電腦 i7 四核芯 8GB Ram 128GB SSD + 1TB HDD  WIN10 專業版 [陳列品]",H0800001_S_E754,laptop,0.0,0.0
505,"E559K501 日本制造15.6""全高清 手提電腦 i5-8265U 8GB 512GB SSD Win10 Home",H0800001_S_E559K501,laptop,0.0,0.0
506,"E559K503 日本制造15.6""全高清 手提電腦 i5-8265U 12GB 512GB SSD Win10 專業版",H0800001_S_E559K503,laptop,0.0,0.0
507,"E559K703 日本制造15.6""全高清 手提電腦 i7-8565U 12GB 512GB SSD Win10 專業版",H0800001_S_E559K703,laptop,0.0,0.0
508,"E559K701 日本制造15.6""全高清 手提電腦 i7-8565U 8GB 512GB SSD Win10 Home",H0800001_S_E559K701,laptop,0.0,0.0
509,U939K701 終極便攜 13.3吋筆記型電腦,H0800001_S_U939K701,laptop,0.0,0.0
510,U939XK701 360° Foldable 2 in 1 device 終極便攜 13.3吋筆記型電腦,H0800001_S_U939XK701,laptop,0.0,0.0
511,Inspiron 14 5000 2 in 1 i7,H6934001_S_Ins5482-R1720T-S-W10,laptop,0.0,0.0
512,"Lenovo -  Lenovo 聯想 ThinkPad T460S i5-6th 14"" Mon CPU 12GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",H6997001_S_Lenovo_460S,laptop,0.0,0.0
513,"Lenovo -  Lenovo 聯想 ThinkPad T530 i7-3th 15.6"" Mon CPU 8GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",H6997001_S_Lenovo_530,laptop,0.0,0.0
514,"Lenovo -  Lenovo 聯想 ThinkPad T440 i5-4th 14"" Mon CPU 8GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",H6997001_S_Lenovo_T440,laptop,0.0,0.0
515,"Lenovo -  Lenovo 聯想 ThinkPad T430 i5-5th 14"" Mon CPU 8GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",H6997001_S_Lenovo_T450,laptop,0.0,0.0
516,"Lenovo - 聯想 ThinkPad X240 i5 12.5"" Mon CPU 8GB RAM 180GB SSD 超輕超簿手提電腦notebook computer [認證翻身機]一年保養",H6997001_S_Lenovo_X240_180SSD,laptop,0.0,0.0
517,"Lenovo -  Lenovo 聯想 ThinkPad X240 i5-4300 12.5"" Mon CPU 8GB RAM 256GB SSD 超輕超簿手提電腦 notebook computer [官方認證翻新機] 一年門市保養",H6997001_S_Lenovo_X240_256SSD,laptop,0.0,0.0
518,LENOVO IDEACENTRE A340-22ICB (PF0E9006NHH) 桌面電腦 原廠3年上門保養,S1076001_S_31PF0E9006NHH,laptop,0.0,0.0
519,"IdeaPad S340-14IWL 14"" IPS FHD i5-8265u 8G 256G+1TB MX230-2G Win10 Home",H6603001_S_IdeaPad_S340_14IWL_81N70080HH,laptop,0.0,0.0
520,"IdeaPad S340-15IWL 15.6"" IPS FHD i5-8265u 8G 256G+1TB MX230-2G Win10 Home",H6603001_S_IdeaPad_S340_15IWL_81N8008BHH,laptop,0.0,0.0
521,"IdeaPad S540-15IWL 15.6"" IPS FHD i7-8565u 12G 1TB MX250-2G Win10 Home 藍色",H6603001_S_IdeaPad_S540_15IWL_81NE0039HH,laptop,0.0,0.0
522,"IdeaPad 330S-14IKB 14"" 1920x1080 i3-7020 4G 128G SHARE WIN10 HOME",H6603001_S_Ideapad_330s_14IKB_81F401DHHH,laptop,0.0,0.0
523,"Ideapad S130-11IGM 11.6"" HD N4100 4G 500G Win10 Home 銀",H6603001_S_IdeaPad_S130_11IGM_81J10014HH,laptop,0.0,0.0
524,"IdeaPad S340-14IWL 14"" IPS FHD i7-8565u 8H 256G+1TB MX230 Win10 Home",H6603001_S_IdeaPad_S340_14IWL_81N70086HH,laptop,0.0,0.0
525,"IdeaPad S340-15IWL 15.6"" IPS 1920x1080 i5-8265u 8G 256G+1TB SHARE Win10 Home",H6603001_S_IdeaPad_S340_15IWL_81N80089HH,laptop,0.0,0.0
526,"IdeaPad S540-15IWL 15.6"" IPS FHD i5-8265u 8G 512G MX250-2G Win10 Home 藍色",H6603001_S_IdeaPad_S540_15IWL_81NE0036HH,laptop,0.0,0.0
527,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB SHARE Win10 Home 銀色",H6603001_S_SF314_56_52YM_NXH4CCF001,laptop,0.0,0.0
528,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB MX150-2G Win10 Home (銀色)",H6603001_S_SF314_56G_51AX_NXH4LCF001,laptop,0.0,0.0
529,"SF314 14"" IPS FHD i5-8265u 8G 256G+1TB MX250-2G Win10 Home (玫瑰金)",H6603001_S_SF314_56G_58Z3_NXHBCCF001,laptop,0.0,0.0
530,"SF514 14"" IPS FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home (藍色)",H6603001_S_SF514_53T_54BM_NXH7HCF001,laptop,0.0,0.0
531,"SF514 14"" IPS FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home (灰色)",H6603001_S_SF514_53T_505N_NXH7KCF001,laptop,0.0,0.0
532,"SF514 14"" IPS FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home (藍色)",H6603001_S_SF514_53T_758K_NXH7HCF002,laptop,0.0,0.0
533,"SF514 14"" IPS FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home (灰色)",H6603001_S_SF514_53T_72A4_NXH7KCF003,laptop,0.0,0.0
534,"NP350XBE-X01HK 15"" FHD i5-8265u 16G 256G+1TB MX250-2G Win10 Home",H6603001_S_NP350XBE_X01HK,laptop,0.0,0.0
535,"NP350XBE-X03HK 15"" FHD i5-8265u 16G 256G+1TB MX250 Win10 Home",H6603001_S_NP350XBE_X03HK,laptop,0.0,0.0
536,"NP930SBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP930SBE_K01HK,laptop,0.0,0.0
537,"A715 15.6"" IPS FHD i5-9300H 8G 128G+1TB GTX1650-4G Win10 Home",H6603001_S_A715_74G_58F5_NHQ56CF008,laptop,0.0,0.0
538,"A715 15.6"" IPS FHD i7-9750H 16G 256G+2TB GTX1650-4G Win10 Home",H6603001_S_A715_74G_785A_NHQ56CF001,laptop,0.0,0.0
539,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB MX150-2G Win10 Home",H6603001_S_SF314_56G_NXH4ZCF001,laptop,0.0,0.0
540,"Legion Y7000 15.6"" 144Hz IPS FHD i7-9750H 16G 512GB-SSD + 1TB-HDD GTX1660Ti-4G Win10 Home",H6603001_S_Legion_Y7000_81NS000WHH,laptop,0.0,0.0
541,"Legion Y7000 15.6"" 144Hz IPS FHD i7-9750H 32G 1TB-SSD + 2TB-HDD RTX2060-6G Win10 Home",H6603001_S_Legion_Y7000_81NS000VHH,laptop,0.0,0.0
542,"Macbook 12"" i5 1.3~3.2Ghz 8GB 512GB (GOLD)",H6603001_S_Macbook_12_512GB,laptop,0.0,0.0
543,"Macbook 13"" i5 2.3~3.6Ghz 8GB 128GB (SILVER)",H6603001_S_Macbook_Pro_13_128GB,laptop,0.0,0.0
544,"Macbook Pro 13"" Touchbar i5 2.3~3.8Ghz 8GB 256GB (SILVER)",H6603001_S_Macbook_Pro_13_TP_i5_256GB,laptop,0.0,0.0
545,"Macbook Pro 13"" Touchbar i5 2.3~3.8Ghz 8GB 512GB (SILVER)",H6603001_S_Macbook_Pro_13_TB_i5_512GB,laptop,0.0,0.0
546,HP Pavilion 15-cs1075TX 5MX34PA#AB5  陶瓷白+淺金色,H0661001_S_NBOHPA-15-cs1075TX,laptop,0.0,0.0
547,"LIFEBOOK S937K501 黑色 日本制造手提電腦 13.3"" FHD i5 8GB 256GB WIN10 Pro 1.19Kg",H0800001_S_S937K501B,laptop,0.0,0.0
548,"ASUS S510UN 15.6"" FHD i5-8250u 8G 1TB + 16G Optane MX150-2G WIN10 Home (金色)",H6603001_S_ASUS_S510UN_GO8211T,laptop,0.0,0.0
549,LENOVO L340-15IWL (81LG00GTHH) 手提電腦,S1076001_S_193386930044,laptop,0.0,0.0
550,LENOVO S340-15IWL (81N80089HH) 手提電腦,S1076001_S_193386457879,laptop,0.0,0.0
551,"ASUS X507UA 15.6"" FHD i3-7020u 4G 256G WIN10 Home (灰色)",H6603001_S_ASUS_X507UA_AS7002T,laptop,0.0,0.0
552,"IdeaPad 330S-14IKB 14"" i5-8250u 8G 512G R535-2G WIN10 HOME",H6603001_S_IdeaPad_330S_14IKB_81F4018KHH,laptop,0.0,0.0
553,(13.3 i5 8GB 256GB NVMe SSD Win10) Notebook 9 Pen (NP930SBE-K01HK) 筆記簿型電腦,H0762001_S_NP930SBE-K01HK-800160304,laptop,0.0,0.0
554,"Swift 3 筆記型電腦 (14"", i5-8650U, 8GB RAM, 51GB SSD, Win 10) SF314-55G59BG 銀色 - 香港行貨",S6036001_S_ACE_SF314-55G59BG_SLV,laptop,0.0,0.0
555,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (藍色)",H6603001_S_Acer_SF515_51T_74PG_NX_H69CF_002,laptop,0.0,0.0
556,"LENOVO Ideapad 330 15.6"" FHD i7-8550u 8G 128G+1TB R530-2G WIN10 Home (灰色)",H6603001_S_IdeaPad_330_15IKB_81DE009DHH,laptop,0.0,0.0
557,筆記電腦 防盜鋼纜鎖-BLACK,S1076001_S_4897038340262,laptop,0.0,0.0
558,"IdeaPad 330S-14IKB 14"" i7-8550u 8G 512G R535-2G WIN10 HOME",H6603001_S_IdeaPad_330S_14IKB_81F4018LHH,laptop,0.0,0.0
559,"IdeaPad 330S-14IKB 14"" i5-8250u 8G 512G SHARE WIN10 HOME",H6603001_S_IdeaPad_330S_14IKB_81F4018JHH,laptop,0.0,0.0
560,"SF313 13.3"" FHD i5-8250 8G 512G SHARE Win10 Home",H6603001_S_SF313_51_52CA_NXH3ZCF002,laptop,0.0,0.0
561,"LENOVO Ideapad 330 17.3"" FHD i7-8550u 8G 256G+1TB MX150-2G WIN10 Home (銀)",H6603001_S_IdeaPad_330_17IKB_81DM005PHH,laptop,0.0,0.0
562,"IdeaPad 330-17IKB 17.3"" FHD i5-8250u 8G 128G+1TB MX150-2G Win10 Home",H6603001_S_IdeaPad_330_17IKB_81DM005NHH,laptop,0.0,0.0
563,THINKPAD EDGE E560 15吋 Core i3 商務筆記本電腦 (20EVA01LHH) - 高質陳列品,H5023001_S_20EVA01LHH,laptop,0.0,0.0
564,Thunderbolt 3 USB-C 7合1 擴充器 (Macbook Pro專用) 4K HDMI / 讀咭器 / USB-C + USB3.0 接口【香港行貨】,H6781001_S_WL-UHP3405M,laptop,0.0,0.0
565,"LENOVO Ideapad 330 15.6"" FHD i3-8130u 4G 1TB WIN10 Home (黑)",H6603001_S_IdeaPad_330_15IKB_81DE0099HH,laptop,0.0,0.0
566,LENOVO S340-15IWL (81N8008BHH)手提電腦,S1076001_S_193386458159,laptop,0.0,0.0
567,"LENOVO S530 13.3"" FHD i7-8565u 8G 512G WIN10 HOME (藍)",H6603001_S_IdeaPad_S530_13IWL_81J7001MHH,laptop,0.0,0.0
568,"LENOVO S530 13.3"" FHD i5-8265u 8G 512G WIN10 HOME (藍)",H6603001_S_IdeaPad_S530_13IWL_81J7001THH,laptop,0.0,0.0
569,12 吋 MacBook 1.2GHz 處理器 256GB 儲存空間 玫瑰金 (選取除舊服務),H5866001_S_MNYF2ZPAPPLECARE,laptop,0.0,0.0
570,"LENOVO Ideapad 330s 14"" FHD i5-8250u 8G 128G+1TB R535-2G WIN10 Home (灰)",H6603001_S_IdeaPad_330S_14IKB_81F40020HH,laptop,0.0,0.0
571,"LENOVO Ideapad 330 15.6"" HD N4100 4G 500G WIN10 Home (黑)",H6603001_S_IdeaPad_330_15IGM_81D100DWHH,laptop,0.0,0.0
572,"LENOVO S530 13.3"" FHD i5-8265u 8G 512G MX150-2G WIN10 HOME (藍)",H6603001_S_IdeaPad_S530_13IWL_81J7001LHH,laptop,0.0,0.0
573,"LENOVO Ideapad 330 15.6"" FHD i5-8250u 4G 1TB WIN10 Home (黑)",H6603001_S_IdeaPad_330_15IKB_81DE009AHH,laptop,0.0,0.0
574,"LENOVO Ideapad 330 15.6"" FHD i5-8250u 8G 1TB MX150-2G WIN10 Home (灰色)",H6603001_S_IdeaPad_330_15IKB_81DE016HHH,laptop,0.0,0.0
575,12 吋 MacBook 1.2GHz 處理器 256GB 儲存空間 玫瑰金 (選取除舊服務),H5866001_S_MNYF2ZP,laptop,0.0,0.0
576,"LENOVO Yoga S730 13.3"" FHD i5-8265u 8G 512G WIN10 Home (灰色)",H6603001_S_Yoga_S730_13IWL_81J0002THH,laptop,0.0,0.0
577,"LENOVO Ideapad 330s 14"" FHD i5-8250u 8G 128G+1TB WIN10 Home (灰)",H6603001_S_IdeaPad_330S_14IKB_81F4001YHH,laptop,0.0,0.0
578,"LENOVO Ideapad 330s 14"" FHD i7-8550u 8G 128G+1TB R535-2G WIN10 Home (灰)",H6603001_S_IdeaPad_330S_14IKB_81F4007BHH,laptop,0.0,0.0
579,"LENOVO Y530 15.6"" (144Hz) FHD i7-8750H 16G 256GB + 2TB GTX1050Ti-4G WIN10 Home (黑色)",H6603001_S_IdeaPad_Y530_15ICH_81FV012EHH,laptop,0.0,0.0
580,"LENOVO Yoga C930 13.9"" TOUCH FHD i7-8550u 16G 512G WIN10 Home (雲母色)",H6603001_S_Yoga_C930_13IKB_81C4002FHH,laptop,0.0,0.0
581,"LENOVO Yoga C930 13.9"" TOUCH 4K i7-8550u 16G 1TB WIN10 Home (雲母色)",H6603001_S_Yoga_C930_13IKB_81C4002GHH,laptop,0.0,0.0
582,"LENOVO Yoga C930 13.9"" TOUCH FHD i7-8550u 16G 512G WIN10 Home (灰色)",H6603001_S_Yoga_C930_13IKB_81C4007XHH,laptop,0.0,0.0
583,"LENOVO Yoga C930 13.9"" TOUCH 4K i7-8550u 16G 1TB WIN10 Home (灰色)",H6603001_S_Yoga_C930_13IKB_81C4007YHH,laptop,0.0,0.0
584,"LENOVO Yoga S730 13.3"" FHD i7-8565u 16G 512G WIN10 Home (灰色)",H6603001_S_Yoga_S730_13IWL_81J0002UHH,laptop,0.0,0.0
585,"SF314 14"" IPS FHD i5-8265u 8G 256G+1TB MX250-2G Win10 Home (銀色)",H6603001_S_SF314_56G_58MJ_NXHAQCF001,laptop,0.0,0.0
586,"SF314 14"" IPS FHD i5-8265u 8G 512GB MX250-2G Win10 Home (銀色)",H6603001_S_SF314_55G_59BG_NXHBJCF002,laptop,0.0,0.0
587,"A315 15.6"" FHD i5-8265u 8G 128G+1TB SHARE Win10 Home",H6603001_S_A315_54_51J1_NXHEFCF003,laptop,0.0,0.0
588,"A315 15.6"" FHD i5-8265u 8G 2TB MX230-2G Win10 Home 藍色",H6603001_S_A315_55G_57JU_NXHG2CF008,laptop,0.0,0.0
589,"NP950SBE-X01HK 15"" FHD TOUCH i7-8565u 16G 512G MX150-2G Win10 Home",H6603001_S_NP950SBE_X01HK,laptop,0.0,0.0
590,"IdeaPad S130-11IGM 11.6"" HD N4100 4G 64G Win10 Home 白",H6603001_S_IdeaPad_S130_11IGM_81J10013HH,laptop,0.0,0.0
591,"IdeaPad L340-17IWL 17.3"" FHD i5-8265u 8G 1TB+256G MX230-2G Win10 Home",H6603001_S_Ideapad_L340_17IWL_81L0005MHH,laptop,0.0,0.0
592,"IdeaPad L340-17IWL 17.3"" FHD i7-8565u 8G 1TB+256G MX230-2G Win10 Home",H6603001_S_IdeaPad_L340_17IWL_81L0005QHH,laptop,0.0,0.0
593,"IdeaPad L340-17IRH 17.3"" IPS FHD i5-9300H 8G 1TB+256G GTX1050-3G Wi10 Home",H6603001_S_IdeaPad_L340_17IRH_81LL005LHH,laptop,0.0,0.0
594,"IdeaPad L340-17IRH 17.3"" IPS FHD i7-9750H 8G 1TB+256G GTX1050-3G Win10 Home",H6603001_S_IdeaPad_L340_17IRH_81LL005NHH,laptop,0.0,0.0
595,"IdeaPad S540-15IWL 15.6"" IPS FHD i5-8265u 8G 512G MX250-2G Win10 Home 銅色",H6603001_S_IdeaPad_S540_15IWL_81NE0037HH,laptop,0.0,0.0
596,"IdeaPad S540-15IWL 15.6"" IPS FHD i7-8565u 12G 1TB MX250-2GB Win10 Home 銅色",H6603001_S_IdeaPad_S540_15IWL_81NE003AHH,laptop,0.0,0.0
597,"IdeaPad L340-15IWL 15.6"" FHD i3-8145u 4G 256G MX110-2G Win10 Home",H6603001_S_IdeaPad_L340_15IWL_81LG00GRHH,laptop,0.0,0.0
598,"NP350XAA-X04HK 15"" FHD i5-8250u 8G 128G+1TB MX110-2G Win10 Home",H6603001_S_NP350XAA_X04HK,laptop,0.0,0.0
599,"NP350XAA-X05HK 15"" FHD i5-8250 8G 128G+1TB MX110-2G Win10 Home",H6603001_S_NP350XAA_X05HK,laptop,0.0,0.0
